,Qsv,nodeDv,MulimSucv,kaav,kssv,GrRatiov,CarbonCost
898,0.00045,5.0,1.4,11.0,0.1,3.0,6.0
899,0.00045,5.0,1.4,11.0,0.1,6.0,6.0
900,0.00045,5.0,1.4,11.0,0.1,10.0,6.0
901,0.00056,5.0,1.4,11.0,0.1,6.0,6.0
902,0.00056,5.0,1.4,11.0,0.1,10.0,6.0
903,0.00045,6.0,0.9,11.0,0.1,6.0,6.0
904,0.00045,6.0,0.9,11.0,0.1,10.0,6.0
905,0.00045,6.0,1.4,11.0,0.1,3.0,6.0
906,0.00045,6.0,1.4,11.0,0.1,6.0,6.0
907,0.00045,6.0,1.4,11.0,0.1,10.0,6.0
908,0.00056,6.0,1.4,11.0,0.1,6.0,6.0
909,0.00056,6.0,1.4,11.0,0.1,10.0,6.0
910,0.00045,7.0,0.9,11.0,0.1,6.0,6.0
911,0.00045,7.0,0.9,11.0,0.1,10.0,6.0
912,0.00045,7.0,1.4,11.0,0.1,3.0,6.0
913,0.00045,7.0,1.4,11.0,0.1,6.0,6.0
914,0.00045,7.0,1.4,11.0,0.1,10.0,6.0
915,0.00056,7.0,1.4,11.0,0.1,6.0,6.0
916,0.00056,7.0,1.4,11.0,0.1,10.0,6.0
917,0.00045,8.0,0.9,11.0,0.1,6.0,6.0
918,0.00045,8.0,0.9,11.0,0.1,10.0,6.0
919,0.00045,8.0,1.4,11.0,0.1,3.0,6.0
920,0.00045,8.0,1.4,11.0,0.1,6.0,6.0
921,0.00045,8.0,1.4,11.0,0.1,10.0,6.0
922,0.00056,8.0,1.4,11.0,0.1,6.0,6.0
923,0.00056,8.0,1.4,11.0,0.1,10.0,6.0
924,0.00045,3.0,0.9,11.0,0.4,6.0,6.0
925,0.00045,3.0,0.9,11.0,0.4,10.0,6.0
926,0.00045,3.0,1.4,11.0,0.4,3.0,6.0
927,0.00045,3.0,1.4,11.0,0.4,6.0,6.0
928,0.00045,3.0,1.4,11.0,0.4,10.0,6.0
929,0.00056,3.0,1.4,11.0,0.4,6.0,6.0
930,0.00056,3.0,1.4,11.0,0.4,10.0,6.0
931,0.00045,4.0,0.9,11.0,0.4,6.0,6.0
932,0.00045,4.0,0.9,11.0,0.4,10.0,6.0
933,0.00045,4.0,1.4,11.0,0.4,3.0,6.0
934,0.00045,4.0,1.4,11.0,0.4,6.0,6.0
935,0.00045,4.0,1.4,11.0,0.4,10.0,6.0
936,0.00056,4.0,1.4,11.0,0.4,6.0,6.0
937,0.00056,4.0,1.4,11.0,0.4,10.0,6.0
938,0.00045,5.0,0.9,11.0,0.4,6.0,6.0
939,0.00045,5.0,0.9,11.0,0.4,10.0,6.0
940,0.00045,5.0,1.4,11.0,0.4,3.0,6.0
941,0.00045,5.0,1.4,11.0,0.4,6.0,6.0
942,0.00045,5.0,1.4,11.0,0.4,10.0,6.0
943,0.00056,5.0,1.4,11.0,0.4,6.0,6.0
944,0.00056,5.0,1.4,11.0,0.4,10.0,6.0
945,0.00045,6.0,0.9,11.0,0.4,6.0,6.0
946,0.00045,6.0,0.9,11.0,0.4,10.0,6.0
947,0.00045,6.0,1.4,11.0,0.4,3.0,6.0
948,0.00045,6.0,1.4,11.0,0.4,6.0,6.0
949,0.00045,6.0,1.4,11.0,0.4,10.0,6.0
950,0.00056,6.0,1.4,11.0,0.4,6.0,6.0
951,0.00056,6.0,1.4,11.0,0.4,10.0,6.0
952,0.00045,7.0,0.9,11.0,0.4,6.0,6.0
953,0.00045,7.0,0.9,11.0,0.4,10.0,6.0
954,0.00045,7.0,1.4,11.0,0.4,3.0,6.0
955,0.00045,7.0,1.4,11.0,0.4,6.0,6.0
956,0.00045,7.0,1.4,11.0,0.4,10.0,6.0
957,0.00056,7.0,1.4,11.0,0.4,6.0,6.0
958,0.00056,7.0,1.4,11.0,0.4,10.0,6.0
959,0.00045,8.0,0.9,11.0,0.4,6.0,6.0
960,0.00045,8.0,0.9,11.0,0.4,10.0,6.0
961,0.00045,8.0,1.4,11.0,0.4,3.0,6.0
962,0.00045,8.0,1.4,11.0,0.4,6.0,6.0
963,0.00045,8.0,1.4,11.0,0.4,10.0,6.0
964,0.00056,8.0,1.4,11.0,0.4,6.0,6.0
965,0.00056,8.0,1.4,11.0,0.4,10.0,6.0
966,0.00045,3.0,0.9,11.0,0.6,6.0,6.0
967,0.00045,3.0,0.9,11.0,0.6,10.0,6.0
968,0.00045,3.0,1.4,11.0,0.6,3.0,6.0
969,0.00045,3.0,1.4,11.0,0.6,6.0,6.0
970,0.00045,3.0,1.4,11.0,0.6,10.0,6.0
971,0.00056,3.0,1.4,11.0,0.6,6.0,6.0
972,0.00056,3.0,1.4,11.0,0.6,10.0,6.0
973,0.00045,4.0,0.9,11.0,0.6,6.0,6.0
974,0.00045,4.0,0.9,11.0,0.6,10.0,6.0
975,0.00045,4.0,1.4,11.0,0.6,3.0,6.0
976,0.00045,4.0,1.4,11.0,0.6,6.0,6.0
977,0.00045,4.0,1.4,11.0,0.6,10.0,6.0
978,0.00056,4.0,1.4,11.0,0.6,6.0,6.0
979,0.00056,4.0,1.4,11.0,0.6,10.0,6.0
980,0.00045,5.0,0.9,11.0,0.6,6.0,6.0
981,0.00045,5.0,0.9,11.0,0.6,10.0,6.0
982,0.00045,5.0,1.4,11.0,0.6,3.0,6.0
983,0.00045,5.0,1.4,11.0,0.6,6.0,6.0
984,0.00045,5.0,1.4,11.0,0.6,10.0,6.0
985,0.00056,5.0,1.4,11.0,0.6,6.0,6.0
986,0.00056,5.0,1.4,11.0,0.6,10.0,6.0
987,0.00045,6.0,0.9,11.0,0.6,6.0,6.0
988,0.00045,6.0,0.9,11.0,0.6,10.0,6.0
989,0.00045,6.0,1.4,11.0,0.6,3.0,6.0
990,0.00045,6.0,1.4,11.0,0.6,6.0,6.0
991,0.00045,6.0,1.4,11.0,0.6,10.0,6.0
992,0.00056,6.0,1.4,11.0,0.6,6.0,6.0
993,0.00056,6.0,1.4,11.0,0.6,10.0,6.0
994,0.00045,7.0,0.9,11.0,0.6,6.0,6.0
995,0.00045,7.0,0.9,11.0,0.6,10.0,6.0
996,0.00045,7.0,1.4,11.0,0.6,3.0,6.0
997,0.00045,7.0,1.4,11.0,0.6,6.0,6.0
998,0.00045,7.0,1.4,11.0,0.6,10.0,6.0
999,0.00056,7.0,1.4,11.0,0.6,6.0,6.0
1000,0.00056,7.0,1.4,11.0,0.6,10.0,6.0
1001,0.00045,8.0,0.9,11.0,0.6,6.0,6.0
1002,0.00045,8.0,0.9,11.0,0.6,10.0,6.0
1003,0.00045,8.0,1.4,11.0,0.6,3.0,6.0
1004,0.00045,8.0,1.4,11.0,0.6,6.0,6.0
1005,0.00045,8.0,1.4,11.0,0.6,10.0,6.0
1006,0.00056,8.0,1.4,11.0,0.6,6.0,6.0
1007,0.00056,8.0,1.4,11.0,0.6,10.0,6.0
