CURRENT.DATE,RootSystem_Age_days,TotalRootLen_cm,SubType1_Len_cm,SubType2_Len_cm,SubType3_Len_cm,SubType4_Len_cm,TotalRootAng_rad,SubType1_Ang_rad,SubType2_Ang_rad,SubType3_Ang_rad,SubType4_Ang_rad,TotalRootNumber,SubType1_Number,SubType2_Number,SubType3_Number,SubType4_Number,RootTipDepthMean_cm,RootTipDepthMax_cm
123,100.0,306959.7254571642,6817.090095224871,60987.25791228743,238506.37462437054,0.0,1.2226821088933018,1.5581322580645156,1.2217300000000002,1.2217300000000004,0.0,47845,124,6587,41123,0,-31.417050811707174,-57.162524601733274
124,100.0,309698.7373654639,6875.360907427979,61527.10650019828,240629.86550291118,0.0,1.2226882884077495,1.5582335999999994,1.2217300000000002,1.2217300000000006,0.0,48265,125,6641,41487,0,-31.417398063889053,-57.162524601733274
125,100.0,312424.7411151349,6933.631719631088,62061.740719062014,242744.1979396749,0.0,1.2226871126948597,1.5583333333333327,1.2217300000000002,1.2217300000000006,0.0,48689,126,6695,41856,0,-31.421803635667015,-57.162524601733274
126,100.0,315169.34515842306,6991.902531834197,62591.179205774795,244882.9472512432,0.0,1.222685859969869,1.5584314960629913,1.2217300000000004,1.2217300000000006,0.0,49118,127,6753,42226,0,-31.428074464154662,-57.162524601733274
127,100.0,317949.1424014162,7050.173344037306,63129.850864849344,247048.2568995057,0.0,1.2226845904054577,1.5585281249999996,1.2217300000000004,1.2217300000000004,0.0,49549,128,6816,42593,0,-31.43298875098556,-57.162524601733274
128,100.0,320742.1985799846,7108.444156240415,63683.42513803343,249212.5033184186,0.0,1.2226833808875912,1.5586232558139534,1.2217300000000002,1.2217300000000004,0.0,49978,129,6879,42958,0,-31.435425687393685,-57.162524601733274
129,100.0,323545.59279151715,7166.714968443525,64244.65283078293,251379.9955967864,0.0,1.2226821541788178,1.5587169230769229,1.2217300000000006,1.2217300000000004,0.0,50409,130,6941,43326,0,-31.437333731014395,-57.162524601733274
130,100.0,326349.6617980412,7224.985780646634,64816.66392451254,253537.92194739496,0.0,1.2226807238653352,1.5588091603053436,1.2217300000000004,1.2217300000000006,0.0,50852,131,7006,43703,0,-31.43701230421803,-57.162524601733274
131,100.0,329148.22179504926,7283.256592849743,65396.8786419106,255697.99641480186,0.0,1.2226791887255861,1.5589000000000002,1.2217300000000002,1.2217300000000006,0.0,51302,132,7069,44089,0,-31.430363591443342,-57.162524601733274
132,100.0,331978.2819051411,7334.491456282848,65983.33023865547,257890.37006471568,0.0,1.222677680282888,1.5589894736842107,1.2217300000000004,1.2217300000000006,0.0,51752,133,7131,44476,0,-31.42005897141721,-57.162524601733274
133,100.0,334874.78718200605,7392.762268485958,66572.9192090113,260139.01555902173,0.0,1.2226759260394129,1.5590776119402985,1.2217300000000004,1.2217300000000006,0.0,52217,134,7194,44877,0,-31.41185685233348,-57.162524601733274
134,100.0,337844.18484405,7451.033080689067,67166.60740411475,262456.4542137591,0.0,1.2226742744599268,1.5591644444444446,1.2217300000000006,1.2217300000000004,0.0,52678,135,7253,45278,0,-31.40483526728715,-57.162524601733274
135,100.0,340864.33119177684,7509.303892892176,67753.76589573719,264831.17125766043,0.0,1.2226724387123482,1.55925,1.2217300000000004,1.2217300000000004,0.0,53151,136,7312,45691,0,-31.4051864012449,-57.162524601733274
136,100.0,343919.99607908435,7567.574705095285,68338.17815649632,267244.1530720057,0.0,1.2226707230645857,1.5593343065693432,1.2217300000000002,1.2217300000000004,0.0,53619,137,7366,46104,0,-31.404876194516625,-57.162524601733274
137,100.0,346984.99769671063,7625.845517298394,68910.30752249382,269678.7545114314,0.0,1.2226690891945866,1.5594173913043479,1.2217300000000004,1.2217300000000004,0.0,54084,138,7422,46512,0,-31.406724278957512,-57.162524601733274
138,100.0,350039.24786497327,7684.116329501503,69468.22600639527,272116.8153835895,0.0,1.2226675691185103,1.5594992805755394,1.2217300000000004,1.2217300000000004,0.0,54544,139,7477,46916,0,-31.41443504985287,-57.162524601733274
139,100.0,353038.68284476304,7742.387141704614,70016.98780168565,274509.21775588574,0.0,1.2226662446812384,1.5595800000000002,1.2217300000000004,1.2217300000000006,0.0,54994,140,7533,47309,0,-31.420026971860214,-57.162524601733274
140,100.0,355953.76279323257,7793.622005137719,70567.54522619976,276822.50541640806,0.0,1.2226651441405691,1.5596595744680855,1.2217300000000002,1.2217300000000004,0.0,55432,141,7592,47687,0,-31.42466645715198,-57.162524601733274
141,100.0,358828.3224514852,7851.892817340828,71114.80804264081,279091.5314460165,0.0,1.2226641611771452,1.5597380281690143,1.2217300000000004,1.2217300000000004,0.0,55864,142,7646,48064,0,-31.42743431884574,-57.162524601733274
142,100.0,361638.1084751596,7903.127680773932,71654.13734996773,281310.75329893094,0.0,1.2226631767234493,1.5598153846153848,1.2217300000000002,1.2217300000000006,0.0,56297,143,7702,48440,0,-31.43019809275057,-57.162524601733274
143,100.0,364396.2275183338,7954.362544207036,72186.92710463096,283484.8477240088,0.0,1.2226622401635883,1.5598916666666667,1.2217300000000004,1.2217300000000004,0.0,56728,144,7758,48814,0,-31.43288602078462,-57.162524601733274
144,100.0,367142.5621947647,8012.633356410146,72719.15785817079,285640.6808346966,0.0,1.2226613829061328,1.5599668965517242,1.2217300000000004,1.2217300000000004,0.0,57155,145,7816,49182,0,-31.43476595822221,-57.162524601733274
145,100.0,369901.77677319065,8070.904168613255,73256.60462751545,287804.1778315749,0.0,1.2226606353341676,1.5600410958904112,1.2217300000000004,1.2217300000000006,0.0,57576,146,7872,49546,0,-31.43463630830022,-57.162524601733274
146,100.0,372658.78019364143,8129.174980816364,73797.1927230555,289962.3223442825,0.0,1.2226598184545365,1.560114285714286,1.2217300000000004,1.2217300000000004,0.0,58002,147,7928,49915,0,-31.437571372908554,-57.162524601733274
147,100.0,375419.5715865244,8187.445793019474,74334.30912273924,292127.7265252786,0.0,1.222658997586815,1.5601864864864867,1.2217300000000004,1.2217300000000006,0.0,58429,148,7984,50285,0,-31.441282691075997,-57.162524601733274
148,100.0,378180.15086506505,8245.716605222584,74869.38071616381,294294.96339819167,0.0,1.2226582517161697,1.5602577181208055,1.2217300000000004,1.2217300000000004,0.0,58852,149,8038,50653,0,-31.444697436669884,-57.162524601733274
149,100.0,380926.1473312503,8303.987417425691,75402.37908552578,296449.6906828118,0.0,1.2226574851966197,1.5603280000000004,1.2217300000000004,1.2217300000000006,0.0,59277,150,8094,51021,0,-31.44965862118801,-57.162524601733274
