time,cm0,cm10,cm20,cm40,cm60,cm75
22,-175.315291341312,-175.315291341312,-112.058415715886,-105.970975127593,-105.900297399169,-105.900297399169
23,-242.269277877254,-242.269277877254,-113.577443277365,-105.756442735794,-105.956788197359,-105.956788197359
24,-138.75146011538,-138.75146011538,-114.156852092393,-106.121874652759,-106.344391040287,-106.344391040287
25,-149.926948423923,-149.926948423923,-114.112909716248,-105.804581450044,-106.37204186675,-106.37204186675
26,-178.726136057848,-178.726136057848,-114.637818896261,-106.104494725446,-106.379049188186,-106.379049188186
27,-234.383602463409,-234.383602463409,-116.147176446356,-106.132025588125,-106.043562065991,-106.043562065991
28,-324.778869347014,-324.778869347014,-118.249340532601,-106.184966141813,-106.074036978817,-106.074036978817
29,-405.110290972863,-405.110290972863,-122.133198598401,-106.218812094701,-106.107488793069,-106.107488793069
30,-732.3414864207,-732.3414864207,-131.538537838104,-106.22888521103,-105.793124200524,-105.793124200524
31,-1119.10095585738,-1119.10095585738,-142.884381204556,-106.899309781432,-105.822579787306,-105.822579787306
32,-246.317059265313,-246.317059265313,-145.538724497279,-106.858558735816,-105.815159855988,-105.815159855988
33,-202.596605018792,-202.596605018792,-138.573216036253,-106.485632334473,-105.461572026228,-105.461572026228
34,-243.021929185059,-243.021929185059,-134.691516928551,-106.833039753521,-105.444932553233,-105.444932553233
35,-289.478226987107,-289.478226987107,-134.142694389099,-107.223222063868,-105.481065479172,-105.481065479172
36,-369.25169460565,-369.25169460565,-134.553776200654,-107.326770509159,-105.515504751509,-105.515504751509
37,-758.284427420603,-758.284427420603,-135.619447193994,-108.123762403735,-105.58443308311,-105.58443308311
38,-651.273456022301,-651.273456022301,-138.442360807636,-108.215537453718,-105.664551637249,-105.664551637249
39,-519.166805560188,-519.166805560188,-138.499094343163,-108.271069010232,-106.042351436824,-106.042351436824
40,-737.954947965141,-737.954947965141,-140.148435593949,-108.710238967437,-106.114488679903,-106.114488679903
41,-668.17810484687,-668.17810484687,-144.441494363518,-108.977429145482,-106.164733901645,-106.164733901645
42,-562.236146052437,-562.236146052437,-147.647455752267,-108.870538785944,-106.099736539074,-106.099736539074
43,-515.911165214265,-515.911165214265,-149.999957869343,-108.499471837694,-106.076774102999,-106.076774102999
44,-798.733555001636,-798.733555001636,-153.123795993722,-109.183072613668,-105.728507657894,-105.728507657894
45,-1843.14800828739,-1843.14800828739,-157.379562441266,-109.26678177546,-105.759469370141,-105.759469370141
46,-349.566474248297,-349.566474248297,-163.511668115076,-109.984729580567,-106.134954374672,-106.134954374672
47,-159.37050794531,-159.37050794531,-143.68659560236,-109.918374469797,-106.152789538171,-106.152789538171
48,-211.733084360709,-211.733084360709,-132.851576214293,-109.874850833254,-105.782796413659,-105.782796413659
49,-268.678024541835,-268.678024541835,-131.682387299334,-109.922211345828,-105.782796413659,-105.782796413659
50,-325.06884922795,-325.06884922795,-135.523053805435,-110.393114392608,-105.844785621648,-105.844785621648
51,-371.745031386907,-371.745031386907,-140.732015693827,-110.313840731663,-105.86565132591,-105.86565132591
52,0,0,0,0,0,0
53,-1324.07975692961,-1324.07975692961,-163.679331996248,-111.43991739239,-105.899380197802,-105.899380197802
54,-2303.77882628538,-2303.77882628538,-188.499610693528,-111.847213907462,-106.608296421969,-106.608296421969
55,-351.618798258739,-351.618798258739,-200.073213712809,-112.096496875271,-106.621295823921,-106.621295823921
56,-280.063545153768,-280.063545153768,-195.803606497411,-111.997870954248,-106.583242819283,-106.583242819283
57,-325.289752007227,-325.289752007227,-194.332839282004,-112.296718981968,-106.548712306137,-106.548712306137
58,-401.779600452626,-401.779600452626,-203.165187076945,-113.050956318739,-106.554681263504,-106.554681263504
59,-569.240248610177,-569.240248610177,-219.292495545403,-114.143748753448,-107.26124423377,-107.26124423377
60,-1725.35810228526,-1725.35810228526,-258.081198333086,-116.933789726687,-107.643031255699,-107.643031255699
61,-4550.19270271806,-4550.19270271806,-343.183754931072,-121.152263338677,-107.726922893437,-107.726922893437
62,-3410.95200591365,-3410.95200591365,-388.135709959638,-124.829442917391,-108.447054467659,-108.447054467659
63,-4300.33998010843,-4300.33998010843,-427.857317154329,-129.098335843217,-108.752727342514,-108.752727342514
64,-6303.06010612525,-6303.06010612525,-519.835290839796,-139.557498030199,-109.410060642907,-109.410060642907
65,-10425.2376365907,-10425.2376365907,-714.284875700428,-159.705040261566,-110.444903264416,-110.444903264416
66,-9526.00807192075,-9526.00807192075,-1021.1307544884,-174.636737050271,-111.496826503582,-111.496826503582
67,-9345.55979907879,-9345.55979907879,-1369.72744438704,-190.392243665101,-114.125534239018,-114.125534239018
68,-10498.555499104,-10498.555499104,-1722.72334255669,-207.355925782526,-118.384835196649,-118.384835196649
69,-12842.8956768919,-12842.8956768919,-2240.7022853472,-233.735327861905,-123.985188408013,-123.985188408013
70,-13445.9739394434,-13445.9739394434,-2793.95933455942,-264.883262343554,-134.626002416904,-134.626002416904
71,-14086.519610516,-14086.519610516,-3671.32801790488,-319.703674266749,-155.556286412655,-155.556286412655
72,-12315.3291029643,-12315.3291029643,-4300.86310496906,-360.08254012273,-183.131282457856,-183.131282457856
73,-13471.8170478394,-13471.8170478394,-4816.03453282988,-412.064281028635,-208.420706912601,-208.420706912601
74,-13470.7461037279,-13470.7461037279,-5178.20869455691,-477.452682161438,-232.923113032816,-232.923113032816
75,-18363.9044359868,-18363.9044359868,-5615.68150816259,-641.625132703003,-280.891914528551,-280.891914528551
76,-19407.1614993101,-19407.1614993101,-6116.14105484208,-804.882537977866,-323.919084534215,-323.919084534215
77,-13596.4564089327,-13596.4564089327,-6561.70844218249,-1097.15477579698,-417.413285827006,-417.413285827006
78,-12070.8057729001,-12070.8057729001,-6911.4752317338,-1428.98230434586,-598.351615175486,-598.351615175486
79,-11232.3151173836,-11232.3151173836,-6990.81056977676,-1636.89804857145,-806.10447195299,-806.10447195299
80,-11589.9385366826,-11589.9385366826,-7064.97931310917,-2013.37039027604,-1158.03152653276,-1158.03152653276
81,-12633.3519841895,-12633.3519841895,-7263.78518018536,-2485.60631745347,-1676.60274662395,-1676.60274662395
82,-15322.217111272,-15322.217111272,-7577.24653161525,-3396.80809559386,-2668.38324792913,-2668.38324792913
83,-17611.8162306422,-17611.8162306422,-8045.18062703591,-5144.45294366952,-4978.33951883031,-4978.33951883031
84,-20926.8845204397,-20926.8845204397,-8801.24507552753,-6357.2384901601,-6779.67792186565,-6779.67792186565
85,-17236.9567434967,-17236.9567434967,-9327.67218796026,-8092.97187583879,-9017.86632458407,-9017.86632458407
86,-14173.7646937897,-14173.7646937897,-10273.0359244198,-9737.09657601428,-11273.7236130453,-11273.7236130453
87,-11368.1928518619,-11368.1928518619,-10880.497936658,-11400.1730134451,-13882.554976442,-13882.554976442
88,-11691.541727983,-11691.541727983,-11219.5852727617,-13294.6263386911,-17392.6742904705,-17392.6742904705
89,-17938.4025062538,-17938.4025062538,-12025.3938265346,-15152.6450209436,-20635.9022161133,-20635.9022161133
90,-22782.8092858588,-22782.8092858588,-13082.7571895005,-17131.3286786093,-24625.8551391795,-24625.8551391795
91,-26300.1242737864,-26300.1242737864,-15522.5948014033,-18989.9281416346,-27080.86155376,-27080.86155376
92,-31915.3230843752,-31915.3230843752,-17873.2910009019,-20775.4170297814,-30290.6012516738,-30290.6012516738
93,-20660.6674479719,-20660.6674479719,-19356.2957562782,-22306.4779369082,-33481.565833505,-33481.565833505
94,-20750.3732171323,-20750.3732171323,-21219.8862248454,-23478.0556261152,-34143.3191453952,-34143.3191453952
95,-20457.4306264707,-20457.4306264707,-22358.4072309899,-24113.8527444714,-36484.0248542362,-36484.0248542362
96,-18924.3338707841,-18924.3338707841,-21798.7619252847,-24077.0697223019,-37334.3890357385,-37334.3890357385
97,-18004.8426952185,-18004.8426952185,-22748.8447470559,-24727.4494673116,-38624.437277804,-38624.437277804
98,-17616.2806941651,-17616.2806941651,-22984.8313599375,-25207.081157197,-39330.264488682,-39330.264488682
99,-17262.7788141143,-17262.7788141143,-22375.7063272832,-25250.2520252027,-39456.3249720491,-39456.3249720491
100,-17093.9527820688,-17093.9527820688,-23129.9215110531,-25340.3272897873,-40509.2079375433,-40509.2079375433
101,-20089.1277123693,-20089.1277123693,-22904.8188587438,-25031.694640671,-41128.3809328724,-41128.3809328724
102,-22131.2605471185,-22131.2605471185,-23402.953009056,-25670.0112048805,-40749.2995307381,-40749.2995307381
103,-29791.3711552981,-29791.3711552981,-22755.7778210577,-25303.9202433511,-40862.3640611473,-40862.3640611473
104,-35522.1271672549,-35522.1271672549,-23410.044535462,-25595.9190206127,-41956.0436202222,-41956.0436202222
105,-36008.985353093,-36008.985353093,-22998.4527960112,-25783.1088702876,-41748.5572698806,-41748.5572698806
106,-25537.6090895622,-25537.6090895622,-23534.1183719233,-25438.1567170406,-41832.2646119755,-41832.2646119755
107,-19513.0720925932,-19513.0720925932,-23364.7988610005,-25442.0049659522,-41751.1693728261,-41751.1693728261
108,-22047.7859395867,-22047.7859395867,-23119.6075375401,-25812.8854319513,-42870.123771514,-42870.123771514
109,-26768.307733612,-26768.307733612,-23800.2251719402,-25270.0675369228,-41698.1609578165,-41698.1609578165
110,-30152.2936927753,-30152.2936927753,-23324.1912123568,-25387.6483610185,-42482.4940663131,-42482.4940663131
111,-29414.9589647076,-29414.9589647076,-23032.5907321543,-26177.9701322699,-43909.8800133173,-43909.8800133173
112,-22444.4287576507,-22444.4287576507,-23398.717136536,-26446.4712383602,-44390.5283763886,-44390.5283763886
113,-21108.3518957023,-21108.3518957023,-23384.2289746951,-26066.5298826845,-44902.5022124192,-44902.5022124192
114,-20294.5034941895,-20294.5034941895,-23421.8435582693,-26468.2565217735,-44539.3003331514,-44539.3003331514
115,-15613.7876669002,-15613.7876669002,-23413.6090596166,-26432.4636282913,-42981.1428009753,-42981.1428009753
116,-12337.7368806992,-12337.7368806992,-23745.8319996092,-24966.4100086528,-44034.7534715518,-44034.7534715518
117,-7642.56389089,-7642.56389089,-22576.2161293206,-25676.8844395551,-44508.1573739464,-44508.1573739464
118,-1317.53224000708,-1317.53224000708,-22417.2815038935,-25627.9073469439,-29277.6333521765,-29277.6333521765
119,-686.355877340566,-686.355877340566,-21896.2289463706,-24027.2253767829,-28534.1530754329,-28534.1530754329
120,-855.262580304182,-855.262580304182,-18070.4439534746,-23791.4500195734,-29056.0454956363,-29056.0454956363
121,-1232.90526016131,-1232.90526016131,-16371.1250300793,-23408.062736872,-29450.8366942173,-29450.8366942173
122,-2225.51306095587,-2225.51306095587,-17266.6637371524,-24071.0992406767,-30516.6005332172,-30516.6005332172
123,-3992.47712202482,-3992.47712202482,-18809.8690912712,-24093.979673178,-31635.444421445,-31635.444421445
124,-6828.90925226046,-6828.90925226046,-21526.5247242495,-24105.045505426,-33032.9786634346,-33032.9786634346
125,-8869.33227205304,-8869.33227205304,-21848.1823256781,-24650.4636925774,-35666.445118443,-35666.445118443
126,-10599.0712134833,-10599.0712134833,-21170.0049860236,-24466.5799877765,-37111.6526628858,-37111.6526628858
127,-13153.4915029611,-13153.4915029611,-20840.1290148171,-24442.0156880512,-37050.0890384964,-37050.0890384964
128,-18410.2932213665,-18410.2932213665,-22546.7736731463,-24284.4681537128,-37044.8790888081,-37044.8790888081
129,-20539.6337346729,-20539.6337346729,-21686.1009039481,-24752.1795539541,-37409.4349330576,-37409.4349330576
130,-24103.5465622206,-24103.5465622206,-22519.3626289351,-24480.2057461041,-38542.326248574,-38542.326248574
131,-27834.4286747775,-27834.4286747775,-22241.5131041437,-24488.6444568452,-38506.2409657994,-38506.2409657994
132,-26408.6175558653,-26408.6175558653,-22230.4462635751,-24313.7146411355,-38987.554960295,-38987.554960295
133,-26096.0481778238,-26096.0481778238,-22338.1258048976,-25641.1608224446,-39457.8341275623,-39457.8341275623
134,-29966.2758032353,-29966.2758032353,-23006.9118894807,-24354.3579682905,-39688.0806138355,-39688.0806138355
135,-29535.7884427004,-29535.7884427004,-23275.4593938858,-24293.3152734903,-40281.2457764636,-40281.2457764636
136,-135.114373189801,-135.114373189801,-395.882499348916,-24643.7503708199,-39732.5687280992,-39732.5687280992
137,-143.887471408834,-143.887471408834,-152.256922859675,-24835.5790167617,-40361.1415893127,-40361.1415893127
138,-241.304842264741,-241.304842264741,-151.105367318545,-24805.1215749773,-39776.0533604908,-39776.0533604908
139,-343.869246757391,-343.869246757391,-177.167911929893,-24960.3399523073,-39544.1903007982,-39544.1903007982
140,-405.614404982914,-405.614404982914,-204.474052617879,-24251.5203078425,-39228.7696420547,-39228.7696420547
141,-461.353544872848,-461.353544872848,-223.197621766334,-24780.6810979878,-39061.2628129496,-39061.2628129496
142,-528.347895849051,-528.347895849051,-248.581877834424,-24592.1811987956,-39677.2433996793,-39677.2433996793
143,-550.049266120434,-550.049266120434,-265.658679329238,-24379.8665393969,-38466.9772622257,-38466.9772622257
144,-564.44626268972,-564.44626268972,-288.045821506796,-23987.7561192425,-38772.4195357415,-38772.4195357415
145,-606.714359193886,-606.714359193886,-317.578122405145,-24863.1153474734,-41028.9820383107,-41028.9820383107
146,0,0,0,0,0,0
