Datum;Variante;Rohr;Blickrichtung;Tiefe;Bonitur;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG
26.04.1995;20;1;1;10;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;15;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;20;0;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;25;0;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;30;0;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;35;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;40;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;45;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;50;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;55;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;60;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;65;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;70;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;75;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;80;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;85;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;90;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;95;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;100;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;105;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;110;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;115;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;1;120;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;5;0;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;10;0;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;15;0.5;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;20;1;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;25;2;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;30;1;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;35;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;40;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;45;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;50;1;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;55;0.5;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;60;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;65;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;70;1;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;75;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;80;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;85;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;90;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;95;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;100;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;105;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;110;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;115;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;1;2;120;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;5;0;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;10;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;15;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;20;1;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;25;1;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;30;1.5;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;35;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;40;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;45;1;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;50;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;55;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;60;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;65;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;70;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;75;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;80;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;85;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;90;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;95;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;100;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;105;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;110;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;115;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;1;120;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;5;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;10;1;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;15;0.5;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;20;0;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;25;0.5;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;30;1;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;35;0.5;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;40;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;45;0;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;50;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;55;1;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;60;0;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;65;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;70;0;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;75;1;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;80;2;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;85;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;90;0;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;95;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;100;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;105;0;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;110;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;115;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;20;2;2;120;0;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;16;1;1;5;1;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;10;1.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;15;2.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;20;1;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;25;1.5;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;30;2.5;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;35;3.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;40;0;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;45;2;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;50;0.5;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;55;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;60;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;65;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;70;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;75;1;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;80;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;85;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;90;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;95;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;100;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;105;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;110;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;115;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;1;120;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;5;0.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;10;0.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;15;3;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;20;1;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;25;3;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;30;2.5;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;35;4.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;40;2;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;45;2;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;50;1;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;55;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;60;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;65;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;70;1;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;75;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;80;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;85;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;90;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;95;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;100;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;105;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;110;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;115;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;1;2;120;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;5;0;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;10;0;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;15;1;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;20;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;25;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;30;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;35;0.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;40;0.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;45;0;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;50;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;55;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;60;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;65;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;70;0.5;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;75;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;80;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;85;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;90;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;95;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;100;0.5;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;105;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;110;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;115;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;1;120;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;5;0.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;10;0.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;15;0.5;15;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;20;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;25;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;30;0;30;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;35;2.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;40;0;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;45;0.5;45;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;50;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;55;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;60;0;60;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;65;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;70;1;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;75;0;75;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;80;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;85;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;90;0;90;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;95;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;100;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;105;0;105;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;110;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;115;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;16;2;2;120;0;120;16;1;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;11;1;1;5;2;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;10;1.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;15;1.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;20;1;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;25;2.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;30;2.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;35;3.5;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;40;0;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;45;0.5;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;50;0;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;55;0.5;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;60;0.5;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;65;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;70;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;75;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;80;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;85;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;90;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;95;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;100;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;105;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;110;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;115;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;1;120;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;5;1;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;10;0.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;15;1;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;20;0.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;25;2;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;30;2.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;35;1.5;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;40;0;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;45;1;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;50;0.5;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;55;1;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;60;2;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;65;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;70;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;75;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;80;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;85;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;90;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;95;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;100;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;105;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;110;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;115;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;1;2;120;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;5;2;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;10;1;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;15;2.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;20;1;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;25;2.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;30;2.5;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;35;1;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;40;2;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;45;0;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
