system,year,day,depth,measured_mean,measured_std,simulated_mean,simulated_std
minirhizo,1996,195.0,40,0.08333333333333333,0.24077170617153837,1.0,1.0103629710818451
minirhizo,1996,195.0,45,0.0,0.0,1.0416666666666667,0.9727181274940627
minirhizo,1996,195.0,50,0.0,0.0,0.75,0.9013878188659973
minirhizo,1996,195.0,55,0.0,0.0,0.4166666666666667,0.37267799624996495
minirhizo,1996,195.0,60,0.0,0.0,0.20833333333333334,0.3656235161413384
minirhizo,1996,195.0,65,0.0,0.0,0.041666666666666664,0.09316949906249125
minirhizo,1996,195.0,70,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,75,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,80,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,85,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,90,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,95,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,100,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,105,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,110,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,115,0.0,0.0,0.0,0.0
minirhizo,1996,195.0,120,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,35,0.8125,1.3737642668484158,1.0,0.924211375534118
minirhizo,1996,209.0,40,0.7708333333333334,1.553251615067612,1.3333333333333333,1.0960788698304922
minirhizo,1996,209.0,45,0.2708333333333333,0.570643547208776,1.4583333333333333,1.167410477176825
minirhizo,1996,209.0,50,0.3125,0.9533978137715378,0.9166666666666666,0.7861650943380504
minirhizo,1996,209.0,55,0.16666666666666666,0.3806934938134405,0.5833333333333334,0.4930066485916347
minirhizo,1996,209.0,60,0.020833333333333332,0.10206207261596575,0.3333333333333333,0.34359213546813844
minirhizo,1996,209.0,65,0.0,0.0,0.125,0.125
minirhizo,1996,209.0,70,0.0,0.0,0.08333333333333333,0.11785113019775792
minirhizo,1996,209.0,75,0.041666666666666664,0.2041241452319315,0.2916666666666667,0.36562351614133837
minirhizo,1996,209.0,80,0.0,0.0,0.08333333333333333,0.1863389981249825
minirhizo,1996,209.0,85,0.0,0.0,0.08333333333333333,0.1863389981249825
minirhizo,1996,209.0,90,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,95,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,100,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,105,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,110,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,115,0.0,0.0,0.0,0.0
minirhizo,1996,209.0,120,0.0,0.0,0.0,0.0
minirhizo,1996,230.0,35,1.5416666666666667,1.7687914485336582,1.125,0.9100137361600648
minirhizo,1996,230.0,40,1.4375,1.5625543468809404,1.625,1.3674032567851617
minirhizo,1996,230.0,45,1.8125,1.822638436323896,1.6666666666666667,1.0865337342004415
minirhizo,1996,230.0,50,0.9583333333333334,1.1787674722451364,1.0416666666666667,0.8710227066819531
minirhizo,1996,230.0,55,1.0416666666666667,1.3425856516006933,0.9583333333333334,0.9727181274940626
minirhizo,1996,230.0,60,0.75,1.2853691738343027,0.625,0.375
minirhizo,1996,230.0,65,0.3958333333333333,0.6075461454412987,0.6666666666666666,0.5137011669140814
minirhizo,1996,230.0,70,0.4791666666666667,1.0982116556382517,0.125,0.125
minirhizo,1996,230.0,75,0.4166666666666667,0.7755316082290384,0.4583333333333333,0.4876958296133177
minirhizo,1996,230.0,80,0.125,0.44842720314644063,0.3333333333333333,0.31180478223116176
minirhizo,1996,230.0,85,0.08333333333333333,0.28232985128663995,0.375,0.5153882032022076
minirhizo,1996,230.0,90,0.041666666666666664,0.2041241452319315,0.08333333333333333,0.11785113019775792
minirhizo,1996,230.0,95,0.0,0.0,0.16666666666666666,0.372677996249965
minirhizo,1996,230.0,100,0.041666666666666664,0.2041241452319315,0.0,0.0
minirhizo,1996,230.0,105,0.041666666666666664,0.2041241452319315,0.0,0.0
minirhizo,1996,230.0,110,0.0,0.0,0.0,0.0
minirhizo,1996,230.0,115,0.020833333333333332,0.10206207261596575,0.0,0.0
minirhizo,1996,230.0,120,0.0,0.0,0.0,0.0
